statement,year,region,text,spd,cdu/csu,die linke,grüne,fdp,freie wähler bayern,ssw,wasg,npd,rep,familie,die tierschutzpartei,pbc,mlpd,büso,bp,psg,zentrum,adm,die violetten,dkp,dvu,fwd,ödp,piraten,rentner,rrp,die frauen,volksabstimmung,cm,50plus,auf,die grauen,ede,fbi,volksentscheide,fw freie wähler,newropeans,die partei,bgd,ddp,freie union,pro nrw,big,fbi freie wähler,rsb,tierschutzpartei,appd,b,pro deutschland,die freiheit,deutsche konservative,unabhängige,biw,bbl,dialog grundeinkommen,b+b,bip,freie wähler bremen,für bremerhaven,pdb,bü-mi,freie wähler,fbi/freie wähler,partei der vernunft,direkte demokratie,mud,frauenliste,die franken,bündnis 21/rrp,afd,partei der nichtwähler,die freiheit niedersachsen,bvb / freie wähler,dsu,kpd,hhbl,liberale,alfa,tierschutzallianz,bündnis c,die rechte,menschliche welt,graue panther,gesundheitsforschung,iii. weg,die einheit,fbm,pdv,sgp,allianz deutscher demokraten,b*,bge,dib,dm,du.,die humanisten,v-partei³,fbi/fwg,tierschutzliste,ad-demokraten nrw,aufbruch c,dbd,jed,schöner leben,reformer,lkr,z.sh,mut,ad-demokraten,wir,tierschutz hier!,die direkte!,diem25,liebe,nl,ökolinx,partei für die tiere,volt,adpm,blaue #teampetry,blaue #teampetry thüringen,ödp / familie ..,volt hamburg,tierschutz hier! hamburg,diebasis,eine für alle - partei,klimalistebw,w2020,bildet berlin!,die neuen demokraten,bündnis21,klimaliste berlin,mieterpartei,team todenhöfer,bürgerbewegung,pdf,lfk,freier horizont,fpa,klimaliste rlp e. v.,klimaliste st,wir2020
24,2013,deutschland,Das Ehegattensplitting soll beibehalten werden.,2,0,1.0,1,0,,,,0.0,0.0,2.0,,0.0,1.0,0.0,0.0,1.0,,,1.0,,,,0.0,1.0,0.0,,1.0,0.0,,,,,,,,,,0.0,,,,,1.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2013,deutschland,Deutschland soll sich für einen Beitritt der Türkei zur Europäischen Union einsetzen.,0,1,0.0,0,2,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,,,,2.0,2.0,1.0,,2.0,2.0,,,,,,,,,,1.0,,,,,0.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2013,deutschland,Abgeordnete des Bundestags sollen ihre Nebeneinkünfte auf den Euro genau offenlegen müssen.,0,2,0.0,0,1,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,1.0,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2013,deutschland,Energieintensive Industrien sollen sich stärker als bisher an der Finanzierung der Energiewende beteiligen müssen.,2,1,0.0,0,1,,,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2013,deutschland,"Hartz-IV-Empfängern und -Empfängerinnen sollen weiterhin Leistungen gekürzt werden, wenn sie Jobangebote ablehnen.",0,0,1.0,1,0,,,,2.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,,1.0,,,,1.0,1.0,0.0,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2013,deutschland,Der Staat soll weiterhin für Religionsgemeinschaften Kirchensteuer einziehen.,0,0,1.0,2,2,,,,2.0,1.0,1.0,,0.0,1.0,2.0,0.0,1.0,,,1.0,,,,0.0,1.0,1.0,,1.0,2.0,,,,,,,,,,1.0,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2013,deutschland,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,0,1,0.0,0,1,,,,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,2.0,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,1.0,,1.0,,,,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2013,deutschland,In der Euro-Zone soll jeder Staat alleine für seine Schulden haften.,2,0,1.0,1,0,,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,,,,0.0,1.0,0.0,,1.0,0.0,,,,,,,,,,2.0,,,,,1.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2013,deutschland,Auch gleichgeschlechtliche Lebenspartnerschaften sollen ein gemeinsames Adoptionsrecht erhalten.,0,1,0.0,0,0,,,,1.0,1.0,2.0,,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,2.0,0.0,0.0,,0.0,2.0,,,,,,,,,,0.0,,,,,1.0,,,0.0,,,1.0,,,,,,,,,,,,,2.0,,0.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2013,deutschland,"Keine Speicherung von Kommunikationsdaten (z.B. Telefon, Internet) ohne konkreten Anlass!",1,1,0.0,0,0,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,1.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2013,deutschland,Bei Neuvermietungen soll der Mietpreis nur begrenzt angehoben werden dürfen.,0,0,0.0,0,1,,,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2013,deutschland,Volljährige deutsche Staatsangehörige sollen keine weitere Staatsangehörigkeit besitzen dürfen.,1,0,1.0,1,1,,,,0.0,0.0,1.0,,0.0,1.0,2.0,0.0,1.0,,,1.0,,,,2.0,1.0,0.0,,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,0.0,,,0.0,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2013,deutschland,Die Nutzung von Autobahnen soll kostenpflichtig sein.,1,2,1.0,2,1,,,,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,,,1.0,,,,1.0,1.0,2.0,,2.0,1.0,,,,,,,,,,0.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2013,deutschland,Einführung von Volksentscheiden auf Bundesebene!,0,2,0.0,0,0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2013,niedersachsen,Der Salzstock Gorleben soll kein Atommüll-Endlager werden.,0,2,0.0,0,2,,,,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2013,niedersachsen,Das Erststudium soll weiterhin gebührenpflichtig sein.,1,0,1.0,1,0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2013,niedersachsen,Die Ladenöffnungszeiten an Sonntagen sollen in Niedersachsen ausgeweitet werden.,1,1,1.0,1,0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2013,niedersachsen,"An niedersächsischen Schulen: ""Sitzenbleiben"" abschaffen!",1,1,0.0,0,1,,,,1.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2013,niedersachsen,"In Unternehmen mit Landesbeteiligung (z. B. Volkswagen, Salzgitter AG) soll eine Frauenquote in Führungspositionen gelten.",0,1,0.0,0,1,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2013,niedersachsen,"Kriminelle Jugendliche sollen bei einer Verurteilung auf Bewährung auch für kurze Zeit inhaftiert werden können (""Warnschussarrest"").",2,0,1.0,1,0,,,,0.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2013,niedersachsen,"Keine weiteren Landesmittel für die Landesbank (""Nord/LB"")!",1,1,1.0,0,2,,,,2.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2013,niedersachsen,"Die neue Bahnstrecke (""Y-Trasse"") zwischen Hannover, Bremen und Hamburg soll gebaut werden.",2,0,1.0,1,0,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2013,niedersachsen,Das Land soll weiterhin Projekte gegen Rechtsextremismus fördern.,0,0,0.0,0,0,,,,1.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2013,niedersachsen,In Waldgebieten sollen keine Flächen für Windkraftanlagen ausgewiesen werden dürfen.,0,0,1.0,0,0,,,,2.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2013,niedersachsen,"Hartz-IV-Empfängerinnen und -Empfängern sollen weiterhin Leistungen gekürzt werden, wenn sie ein Jobangebot ablehnen.",0,0,1.0,1,0,,,,2.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2013,niedersachsen,"Die kommunale Grundversorgung (Gas, Wasser, Strom und Abfall) soll ausschließlich in öffentlicher Hand sein.",0,1,0.0,1,1,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2013,niedersachsen,Konfessioneller Religionsunterricht soll weiterhin an allen niedersächsischen Schulen angeboten werden.,0,0,1.0,2,0,,,,0.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2013,niedersachsen,Die Zuzahlung für verschreibungspflichtige Medikamente soll abgeschafft werden.,1,1,0.0,0,1,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2013,niedersachsen,Mehr Menschen mit Migrationshintergrund sollen im Polizeidienst arbeiten.,0,0,0.0,0,0,,,,1.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2013,niedersachsen,Das Land Niedersachsen soll ab dem Jahr 2017 keine neuen Schulden mehr machen dürfen.,1,0,1.0,1,0,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2013,niedersachsen,Niedersachsen soll sich für einen flächendeckenden gesetzlichen Mindestlohn einsetzen.,0,1,0.0,0,1,,,,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2013,niedersachsen,Die Küstenautobahn A20 soll fertiggestellt werden.,0,0,1.0,1,0,,,,0.0,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2013,niedersachsen,Kindergeld soll nur an deutsche Familien ausgezahlt werden.,1,1,1.0,1,1,,,,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2013,niedersachsen,"Die Förderung von Gas aus Gesteinsschichten (""Fracking"") soll erlaubt sein.",1,0,1.0,1,2,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2013,niedersachsen,Zusammenlegung von Kreisen und Gemeinden nur durch Bürgerentscheide!,2,1,0.0,0,1,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2013,niedersachsen,"Eltern, die ihre Kinder ausschließlich zu Hause erziehen, sollen eine finanzielle Unterstützung (""Betreuungsgeld"") erhalten.",1,0,1.0,1,1,,,,0.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2013,niedersachsen,Alle Bürger und Bürgerinnen sollen in gesetzlichen Krankenkassen versichert sein müssen.,0,1,0.0,0,1,,,,0.0,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2013,niedersachsen,Die gemeinsame Grundschulzeit soll über das vierte Jahr hinaus ausgeweitet werden.,1,1,0.0,0,1,,,,1.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2013,niedersachsen,Das Land soll Projekte zur Integration von Menschen mit Migrationshintergrund fördern.,0,0,0.0,0,0,,,,1.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2013,niedersachsen,In Niedersachsen sollen weiterhin Kohlekraftwerke gebaut werden dürfen.,1,0,1.0,1,0,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2013,niedersachsen,Der Alkoholkonsum auf öffentlichen Plätzen soll weiter eingeschränkt werden.,2,0,1.0,1,1,,,,1.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2013,niedersachsen,Schulbücher sollen allen niedersächsischen Schülerinnen und Schülern kostenlos zur Verfügung gestellt werden.,0,1,0.0,0,1,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2013,niedersachsen,"Niedersachsen soll sich dafür einsetzen, dass religiöse Beschneidung von minderjährigen Jungen unter Strafe gestellt wird.",1,1,1.0,2,1,,,,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2013,niedersachsen,Auch Freiberufler (z. B. Rechtsanwälte und Ärzte) sollen Gewerbesteuer zahlen.,0,1,0.0,0,1,,,,2.0,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2013,niedersachsen,Im Profi-Fußball sollen die Veranstalter an den Kosten für Polizei-Einsätze beteiligt werden.,2,0,1.0,2,0,,,,1.0,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2013,niedersachsen,Schülerinnen und Schüler sollen ungeachtet ihres kulturellen Hintergrundes gemeinsam unterrichtet werden.,0,0,0.0,0,0,,,,1.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2013,niedersachsen,Die Elbe in Niedersachsen soll für große Containerschiffe weiter vertieft werden.,0,1,1.0,1,0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2013,niedersachsen,"Sportvereine, die sich gegen Diskriminierung von Homosexuellen engagieren, sollen durch das Land stärker gefördert werden.",0,0,0.0,0,0,,,,1.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2013,niedersachsen,Der Besitz von Waffen soll besteuert werden.,1,1,0.0,0,1,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2013,niedersachsen,Veranstaltungen der Landesregierung sollen weiterhin von Unternehmen gesponsert werden dürfen.,0,0,1.0,2,1,,,,2.0,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2013,niedersachsen,Bei Landtagswahlen: Wählen ab 16 Jahren!,0,1,0.0,0,1,,,,1.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2013,niedersachsen,Die Kennzeichnung von Pferden mit Brandzeichen soll weiterhin erlaubt sein.,1,0,1.0,1,0,,,,2.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2014,brandenburg,Das Tempolimit auf brandenburgischen Alleen soll beibehalten werden.,0,1,0.0,0,1,,,,0.0,0.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2014,brandenburg,Das Land Brandenburg soll den Stellenabbau bei der Polizei rückgängig machen.,1,0,0.0,1,0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2014,brandenburg,Das Land soll ein uneingeschränktes Nachtflugverbot zwischen 22 und 6 Uhr am Flughafen Berlin-Brandenburg durchsetzen.,2,1,0.0,0,1,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2014,brandenburg,Das Land soll die Ansiedlung von Ärzten im ländlichen Raum durch finanzielle Anreize fördern.,0,0,1.0,1,0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
